94585	 +1691763164.40966701507568359	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.0349	 +0.4816	 +1.1045	 +0.0000
94586	 +1691763164.42505407333374023	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.0481	 +0.5002	 +1.0698	 +0.0000
94587	 +1691763164.44139099121093750	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.0693	 +0.5273	 +0.9816	 +0.0000
94588	 +1691763164.45771408081054688	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.0800	 +0.5455	 +0.9351	 +0.0000
94589	 +1691763164.47305703163146973	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.1042	 +0.5396	 +0.8315	 +0.0000
94590	 +1691763164.48949599266052246	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.1262	 +0.5734	 +0.7097	 +0.0000
94591	 +1691763164.50595402717590332	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.1392	 +0.5812	 +0.6473	 +0.0000
94592	 +1691763164.52132987976074219	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.1582	 +0.5652	 +0.5164	 +0.0000
94593	 +1691763164.53777194023132324	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.1672	 +0.6029	 +0.4473	 +0.0000
94594	 +1691763164.55317211151123047	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.1934	 +0.5982	 +0.3229	 +0.0000
94595	 +1691763164.56958198547363281	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.2149	 +0.5796	 +0.1959	 +0.0000
94596	 +1691763164.58596706390380859	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.2257	 +0.6197	 +0.1361	 +0.0000
94597	 +1691763164.60136103630065918	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.2416	 +0.5582	 +0.0300	 +0.0000
94598	 +1691763164.61771011352539062	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.2466	 +0.5417	 -0.0295	 +0.0000
94599	 +1691763164.63304400444030762	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.2615	 +0.5874	 -0.1428	 +0.0000
94600	 +1691763164.64945602416992188	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.2749	 +0.4925	 -0.2678	 +0.0000
94601	 +1691763164.66579699516296387	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.2814	 +0.5046	 -0.3349	 +0.0000
94602	 +1691763164.68117809295654297	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.2936	 +0.5411	 -0.4739	 +0.0000
94603	 +1691763164.69765901565551758	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.2982	 +0.4887	 -0.5499	 +0.0000
94604	 +1691763164.71398496627807617	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.3058	 +0.4868	 -0.7142	 +0.0000
94605	 +1691763164.72935891151428223	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.3149	 +0.4708	 -0.8820	 +0.0000
94606	 +1691763164.74585485458374023	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.3203	 +0.4121	 -0.9722	 +0.0000
94607	 +1691763164.76123714447021484	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.3344	 +0.4366	 -1.1433	 +0.0000
94608	 +1691763164.77767992019653320	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -63.3505	 +0.4395	 -1.2264	 +0.0000
