87018	 +1691763043.06862592697143555	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.7165	 -0.0300	 +3.0517	 +0.0000
87019	 +1691763043.08498597145080566	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.6832	 -0.0358	 +3.1970	 +0.0000
87020	 +1691763043.10043096542358398	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.6054	 -0.0112	 +3.4902	 +0.0000
87021	 +1691763043.11682105064392090	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.5180	 -0.0475	 +3.7520	 +0.0000
87022	 +1691763043.13224792480468750	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.4901	 -0.0286	 +3.8758	 +0.0000
87023	 +1691763043.14865112304687500	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.4720	 -0.0188	 +4.1159	 +0.0000
87024	 +1691763043.16405701637268066	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.4568	 -0.0289	 +4.2295	 +0.0000
87025	 +1691763043.18049907684326172	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.3808	 -0.0156	 +4.4520	 +0.0000
87026	 +1691763043.19691991806030273	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.3156	 -0.0156	 +4.6745	 +0.0000
87027	 +1691763043.21236109733581543	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.3007	 -0.0061	 +4.7844	 +0.0000
87028	 +1691763043.22874808311462402	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.2753	 +0.0027	 +5.0049	 +0.0000
87029	 +1691763043.24419212341308594	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.2497	 -0.0187	 +5.1176	 +0.0000
87030	 +1691763043.26061606407165527	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.1849	 -0.0284	 +5.3425	 +0.0000
87031	 +1691763043.27699208259582520	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.1401	 -0.0488	 +5.5807	 +0.0000
87032	 +1691763043.29238700866699219	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.1251	 -0.0573	 +5.6884	 +0.0000
87033	 +1691763043.30875205993652344	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.0799	 -0.0598	 +5.9173	 +0.0000
87034	 +1691763043.32418012619018555	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -75.0492	 -0.0751	 +6.0173	 +0.0000
87035	 +1691763043.34060502052307129	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.9990	 -0.0802	 +6.2059	 +0.0000
87036	 +1691763043.35695409774780273	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.9670	 -0.0855	 +6.3521	 +0.0000
87037	 +1691763043.37234902381896973	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.9495	 -0.0888	 +6.4160	 +0.0000
87038	 +1691763043.38865089416503906	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.9027	 -0.0694	 +6.5209	 +0.0000
87039	 +1691763043.40404796600341797	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.8825	 -0.0687	 +6.5671	 +0.0000
87040	 +1691763043.42046809196472168	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.8511	 -0.0436	 +6.6410	 +0.0000
87041	 +1691763043.43699502944946289	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.8252	 -0.0545	 +6.7116	 +0.0000
87042	 +1691763043.45243906974792480	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.8100	 -0.0555	 +6.7430	 +0.0000
87043	 +1691763043.46879506111145020	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.7745	 -0.0571	 +6.8046	 +0.0000
87044	 +1691763043.48419189453125000	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.7601	 -0.0696	 +6.8402	 +0.0000
87045	 +1691763043.50059700012207031	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.7317	 -0.1164	 +6.8819	 +0.0000
87046	 +1691763043.51698398590087891	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.7092	 -0.1041	 +6.9025	 +0.0000
87047	 +1691763043.53239703178405762	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 -74.7017	 -0.1185	 +6.8971	 +0.0000
