147297	 +1691764009.88694000244140625	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0575	 +0.5066	 +0.4179	 +0.0000
147298	 +1691764009.90238499641418457	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0492	 +0.5052	 +0.3371	 +0.0000
147299	 +1691764009.91881108283996582	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0375	 +0.4712	 +0.1728	 +0.0000
147300	 +1691764009.93418002128601074	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0329	 +0.4596	 +0.0939	 +0.0000
147301	 +1691764009.95049595832824707	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0186	 +0.4267	 -0.0631	 +0.0000
147302	 +1691764009.96694898605346680	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0005	 +0.3964	 -0.2105	 +0.0000
147303	 +1691764009.98234701156616211	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +81.9941	 +0.4010	 -0.2828	 +0.0000
147304	 +1691764009.99867892265319824	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0001	 +0.3737	 -0.4302	 +0.0000
147305	 +1691764010.01499509811401367	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0089	 +0.3545	 -0.5046	 +0.0000
147306	 +1691764010.03038001060485840	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0174	 +0.3538	 -0.6445	 +0.0000
147307	 +1691764010.04673504829406738	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0118	 +0.2846	 -0.7904	 +0.0000
147308	 +1691764010.06212210655212402	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0188	 +0.2600	 -0.8574	 +0.0000
147309	 +1691764010.07845902442932129	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0463	 +0.2399	 -0.9944	 +0.0000
147310	 +1691764010.09490203857421875	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0547	 +0.2149	 -1.0617	 +0.0000
147311	 +1691764010.11029911041259766	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0579	 +0.1885	 -1.2035	 +0.0000
147312	 +1691764010.12661099433898926	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0647	 +0.1538	 -1.3455	 +0.0000
147313	 +1691764010.14296197891235352	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0711	 +0.1276	 -1.4236	 +0.0000
147314	 +1691764010.15830492973327637	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.0956	 +0.0896	 -1.5799	 +0.0000
147315	 +1691764010.17465901374816895	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.1098	 +0.0678	 -1.6620	 +0.0000
147316	 +1691764010.19005990028381348	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.1365	 +0.0321	 -1.8273	 +0.0000
147317	 +1691764010.20643901824951172	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.1428	 +0.0245	 -1.9985	 +0.0000
147318	 +1691764010.22287511825561523	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.1399	 +0.0089	 -2.0853	 +0.0000
147319	 +1691764010.23832893371582031	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.1439	 -0.0404	 -2.2569	 +0.0000
147320	 +1691764010.25486803054809570	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.1602	 -0.0555	 -2.3391	 +0.0000
147321	 +1691764010.27031898498535156	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.2064	 -0.1030	 -2.4943	 +0.0000
147322	 +1691764010.28665900230407715	 +0.99950837	 -0.02896639	 -0.01199819	 +0.012273	 +0.009323	 +0.999881	 +0.0000	 +0.0000	 +0.0000	 +3	 +0	 +2	 +82.2203	 -0.1172	 -2.6452	 +0.0000
